Distal,Shape,Class,Length,Cortex_Percentagem,Thickness,Width,Cortex_Location,Scar_count,Profile,Cross_section,Platform_type,Dorsal_Pattern,Cortex
Natural,Divergent,Flake,48.90999985,NoCortex,5.019999981,61.95000076,,4,Encurvado,Irregular,Liso,Bidireccional,No_cortex
Hinged,Divergent,Flake,26.84000015,NoCortex,4.559999943,30.94000053,,4,Direito,Irregular,Crushed,Bidireccional,No_cortex
Natural,Divergent,Flake,34.36999893,NoCortex,6.880000114,23.82999992,,7,Irregular,Irregular,Other,Bidireccional,No_cortex
Natural,Paralell,Flake,17.55999947,NoCortex,3.829999924,11.02000046,,5,Direito,Trapezoidal,Other,Bidireccional,No_cortex
Natural,Divergent,Flake,34.27000046,NoCortex,4.619999886,25.69000053,,6,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,14.68999958,NoCortex,1.679999948,10.67000008,,4,Encurvado,Trapezoidal,Linear,Bidireccional,No_cortex
Natural,Biconvex,Flake,31.12999916,NoCortex,6.150000095,19.43000031,,5,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,35.00999832,NoCortex,6.28000021,19.75,,6,Torcido,Triangular,Cortical,Bidireccional,No_cortex
Natural,Irregular,Flake,31.37999916,NoCortex,3.480000019,16.95999908,,4,Direito,Triangular,Cortical,Bidireccional,No_cortex
Natural,Irregular,Flake,30.62000084,NoCortex,4.46999979,15.98999977,,5,Direito,Trapezoidal,Crushed,Bidireccional,No_cortex
Natural,Other,Flake,28.88999939,NoCortex,5.940000057,21.86000061,,4,Direito,Trapezoidal,Crushed,Bidireccional,No_cortex
Natural,Divergent,Flake,27.57999992,NoCortex,7.389999866,47.18999863,,5,Direito,Flat,Crushed,Bidireccional,No_cortex
Natural,Paralell,Flake,25.30999947,NoCortex,3.190000057,14.27000046,,4,Torcido,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,25.29999924,NoCortex,4.400000095,12.89999962,,5,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,25.01000023,NoCortex,3.609999895,16.07999992,,4,Encurvado,Trapezoidal,Other,Bidireccional,No_cortex
Hinged,Paralell,Flake,24.54999924,NoCortex,6.150000095,19.54000092,,4,Direito,Irregular,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,23.79000092,NoCortex,2.549999952,12.31000042,,4,Direito,Triangular,Crushed,Bidireccional,No_cortex
Natural,Paralell,Flake,23.75,NoCortex,7.070000172,13.63000011,,5,Direito,Triangular,Crushed,Bidireccional,No_cortex
Natural,Biconvex,Flake,23.17000008,NoCortex,4.329999924,18.29999924,,6,Direito,Trapezoidal,Multifacetted,Bidireccional,No_cortex
Natural,Irregular,Flake,23.12000084,NoCortex,7.880000114,22.90999985,,4,Torcido,Triangular,Dihedral,Bidireccional,No_cortex
Natural,Irregular,Flake,22.27000046,NoCortex,3.24000001,17.38999939,,4,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,21.68000031,NoCortex,6.130000114,17.45000076,,5,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,21.20999908,NoCortex,6.139999866,25.70999908,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,20.34000015,NoCortex,5.75,27.20999908,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,18.94000053,NoCortex,3.140000105,11.09000015,,4,Direito,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Convergent,Flake,17.39999962,NoCortex,7.369999886,24.02000046,,5,Direito,Irregular,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,40.93999863,NoCortex,6.010000229,31.07999992,,4,Direito,Triangular,Crushed,Bidireccional,No_cortex
Natural,Irregular,Flake,34.16999817,NoCortex,2.190000057,17.30999947,,5,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,29.43000031,NoCortex,6.03000021,19.37000084,,6,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,24.88999939,NoCortex,3.789999962,15.86999989,,4,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Paralell,Flake,23.13999939,NoCortex,4.909999847,13.02999973,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,21.45999908,NoCortex,2.160000086,11.07999992,,4,Direito,Trapezoidal,Other,Bidireccional,No_cortex
Pointed,Irregular,Flake,20.84000015,NoCortex,2.039999962,10.48999977,,4,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Irregular,Flake,28.60000038,NoCortex,4.659999847,22.45000076,,4,Irregular,Irregular,Other,Bidireccional,No_cortex
Natural,Paralell,Flake,32,NoCortex,5.050000191,16.48999977,,5,Encurvado,Trapezoidal,Other,Bidireccional,No_cortex
Natural,Divergent,Flake,29.09000015,NoCortex,4.760000229,18.69000053,,5,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Convergent,Flake,39.58000183,NoCortex,4.78000021,20.54000092,,5,Direito,Trapezoidal,Crushed,Bidireccional,No_cortex
Natural,Other,Flake,36.40000153,NoCortex,4.599999905,18.87999916,,5,Encurvado,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,35.59000015,NoCortex,5.019999981,18.60000038,,4,Encurvado,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,35.40000153,NoCortex,4.28000021,18.29999924,,4,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,35.02000046,NoCortex,3.160000086,19.18000031,,5,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,33.58000183,NoCortex,3.940000057,17.34000015,,5,Encurvado,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Other,Flake,32.25,NoCortex,4.46999979,20.05999947,,4,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,31.12000084,NoCortex,11.01000023,25.42000008,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,30.44000053,NoCortex,5.300000191,15.56000042,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,28.44000053,NoCortex,3.789999962,16.92000008,,4,Encurvado,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Convergent,Flake,28.27000046,NoCortex,2.579999924,16.27000046,,4,Direito,Triangular,Other,Bidireccional,No_cortex
Natural,Paralell,Flake,27.70999908,NoCortex,2.480000019,14.19999981,,5,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,24.95000076,NoCortex,2.890000105,13.39999962,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,24.63999939,NoCortex,2.539999962,12.42000008,,5,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,24.48999977,NoCortex,3.25999999,19.95999908,,4,Encurvado,Irregular,Cortical,Bidireccional,No_cortex
Natural,Biconvex,Flake,24.46999931,NoCortex,3.970000029,13.75,,4,Direito,Trapezoidal,Other,Bidireccional,No_cortex
Natural,Biconvex,Flake,23.84000015,NoCortex,2.779999971,13.18999958,,4,Direito,Trapezoidal,Crushed,Bidireccional,No_cortex
Natural,Other,Flake,23.31999969,NoCortex,2.019999981,17.70999908,,4,Torcido,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Convergent,Flake,22.96999931,NoCortex,1.639999986,12.14000034,,5,Direito,Flat,Other,Bidireccional,No_cortex
Natural,Irregular,Flake,22.10000038,NoCortex,5.28000021,15.64999962,,5,Direito,Triangular,Crushed,Bidireccional,No_cortex
Natural,Other,Flake,21.62000084,NoCortex,4.110000134,12.35999966,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,21.32999992,NoCortex,6.809999943,13.32999992,,6,Direito,Trapezoidal,Crushed,Bidireccional,No_cortex
Natural,Paralell,Flake,21.03000069,NoCortex,4.239999771,14.88000011,,6,Direito,Triangular,Cortical,Bidireccional,No_cortex
Natural,Divergent,Flake,21.03000069,NoCortex,2.599999905,16.12999916,,5,Encurvado,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,19.52000046,NoCortex,1.919999957,10.63000011,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,17.98999977,NoCortex,3.630000114,11.72999954,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,41.47999954,NoCortex,10.44999981,33.59999847,,5,Irregular,Triangular,Crushed,Crossed,No_cortex
Natural,Irregular,Flake,29.28000069,NoCortex,3.349999905,15.63000011,,4,Torcido,Triangular,Liso,Crossed,No_cortex
Natural,Biconvex,Flake,17.12999916,NoCortex,2.309999943,9.520000458,,4,Direito,Triangular,Cortical,Crossed,No_cortex
Natural,Irregular,Flake,29.29000092,NoCortex,4.28000021,25.45999908,,5,Encurvado,Triangular,Cortical,Crossed,No_cortex
Natural,Paralell,Flake,20.99,NoCortex,3.45,13.75,,8,Encurvado,Triangular,Multifacetted,Crossed,No_cortex
Natural,Irregular,Flake,28.51,NoCortex,3.66,17.91,,4,Encurvado,Irregular,Liso,Crossed,No_cortex
Natural,Paralell,Flake,24.02,NoCortex,14.75,25.83,,4,Direito,Triangular,Liso,Crossed,No_cortex
Hinged,Irregular,Flake,14.84,NoCortex,3.15,19.63,,4,Direito,Triangular,Cortical,Crossed,No_cortex
Natural,Irregular,Flake,13.99,NoCortex,4.15,10.31,,4,Direito,Triangular,Liso,Crossed,No_cortex
Natural,Paralell,Flake,37.27,NoCortex,5.49,21.73,,4,Encurvado,Triangular,Dihedral,Crossed,No_cortex
Natural,Divergent,Flake,15.51,NoCortex,3.84,14.09,,4,Encurvado,Triangular,Linear,Crossed,No_cortex
Natural,Paralell,Flake,14.66,NoCortex,1.8,11.39,,4,Direito,Irregular,Cortical,Crossed,No_cortex
Natural,Paralell,Flake,15.64000034,NoCortex,6.550000191,20.39999962,,4,Direito,Triangular,Liso,Crossed,No_cortex
Hinged,Other,Flake,14.14999962,NoCortex,5.090000153,25.37000084,,5,Irregular,Irregular,Linear,Crossed,No_cortex
Natural,Irregular,Flake,33,NoCortex,3.529999971,29.44000053,,4,Encurvado,Triangular,Crushed,Crossed,No_cortex
Pointed,Convergent,Flake,43.52999878,NoCortex,11.5,22.39999962,,6,Direito,Triangular,Other,Crossed,No_cortex
Natural,Divergent,Flake,30.88999939,NoCortex,5.739999771,20.79000092,,5,Encurvado,Triangular,Multifacetted,Crossed,No_cortex
Natural,Divergent,Flake,25.03000069,NoCortex,4.829999924,23.14999962,,5,Direito,Triangular,Liso,Crossed,No_cortex
Hinged,Irregular,Flake,22.87000084,NoCortex,9.869999886,21.72999954,,4,Direito,Triangular,Liso,Crossed,No_cortex
Natural,Déjeté,Flake,21.65999985,NoCortex,9.869999886,20.42000008,,4,Direito,Triangular,Liso,Crossed,No_cortex
Natural,Paralell,Flake,20.87999916,NoCortex,5.769999981,19.92000008,,4,Direito,Triangular,Liso,Crossed,No_cortex
Natural,Paralell,Flake,20.79999924,NoCortex,3.940000057,14.14999962,,4,Direito,Triangular,Dihedral,Crossed,No_cortex
Natural,Paralell,Flake,20.60000038,NoCortex,2.180000067,15.65999985,,4,Direito,Flat,Cortical,Crossed,No_cortex
Natural,Divergent,Flake,20.20999908,NoCortex,7.150000095,17.86000061,,6,Encurvado,Irregular,Crushed,Crossed,No_cortex
Natural,Irregular,Flake,20.14999962,NoCortex,8.789999962,20.82999992,,4,Direito,Triangular,Other,Crossed,No_cortex
Hinged,Divergent,Flake,16.72999954,NoCortex,5.380000114,15.77999973,,4,Encurvado,Triangular,Other,Crossed,No_cortex
Natural,Irregular,Flake,56.59000015,NoCortex,6.980000019,35.68000031,,4,Direito,Triangular,Other,Crossed,No_cortex
Natural,Divergent,Flake,31.60000038,NoCortex,2.390000105,19.56999969,,5,Encurvado,Trapezoidal,Linear,Crossed,No_cortex
Natural,Divergent,Flake,24.70000076,NoCortex,8.829999924,32.72999954,,4,Encurvado,Triangular,Liso,Crossed,No_cortex
Natural,Paralell,Flake,16.86000061,NoCortex,1.929999948,12.10999966,,5,Direito,Irregular,Liso,Crossed,No_cortex
Natural,Divergent,Flake,16.01000023,NoCortex,2.25,15.51000023,,4,Encurvado,Trapezoidal,Other,Crossed,No_cortex
Natural,Irregular,Flake,15.35999966,NoCortex,2.75,19.29999924,,4,Direito,Triangular,Crushed,Crossed,No_cortex
Natural,Paralell,Flake,30.54999924,NoCortex,5.760000229,18.63999939,,5,Direito,Trapezoidal,Crushed,Crossed,No_cortex
Pointed,Convergent,Flake,36.25999832,NoCortex,4.179999828,18.79000092,,4,Direito,Triangular,Liso,Crossed,No_cortex
Natural,Divergent,Flake,22.70999908,NoCortex,4.289999962,17.43000031,,4,Direito,Triangular,Liso,Crossed,No_cortex
Natural,Irregular,Flake,21.03000069,NoCortex,4.599999905,16.92000008,,4,Direito,Triangular,Liso,Crossed,No_cortex
Natural,Irregular,Flake,31.58,NoCortex,5.1,14.8,, ,Direito,Irregular,Other,Other,No_cortex
Natural,Divergent,Flake,59.91,NoCortex,20.5,27.83,, ,Direito,Flat,Liso,Other,No_cortex
Natural,Irregular,Flake,47.54000092,NoCortex,12.35999966,19.67000008,,0,Irregular,Triangular,Cortical,Other,No_cortex
Natural,Other,Flake,29.67000008,NoCortex,7.630000114,13.43999958,,0,Irregular,Triangular,Crushed,Other,No_cortex
Natural,Irregular,Flake,28.70000076,NoCortex,2.829999924,13.77999973,,0,Encurvado,Irregular,Liso,Other,No_cortex
1,Other,Flake,25.62000084,NoCortex,3.519999981,10.26000023,,0,1,1,Other,Other,No_cortex
Natural,Biconvex,Flake,28.80999947,NoCortex,7.25,13.27999973,,0,Direito,Triangular,Liso,Other,No_cortex
Natural,Paralell,Flake,24.08,NoCortex,8.56,11.71,,1,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,23.48,NoCortex,1.41,10.79,,1,Direito,Flat,Liso,Other,No_cortex
Natural,Irregular,Flake,27.15999985,NoCortex,2.829999924,13.05000019,,1,Irregular,Triangular,Other,Other,No_cortex
Pointed,Irregular,Flake,37.5,NoCortex,3.869999886,15.69999981,,2,Torcido,Triangular,Dihedral,Unidireccional,No_cortex
Pointed,Convergent,Flake,35.31000137,NoCortex,3.950000048,16.98999977,,2,Torcido,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,25.54999924,NoCortex,5.900000095,12.43000031,,2,Irregular,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,16.16,NoCortex,2.42,7.77,,2,Torcido,Irregular,Liso,Unidireccional,No_cortex
Pointed,Irregular,Flake,32.85,NoCortex,4.44,15.11,,2,Encurvado,Triangular,Other,Unidireccional,No_cortex
Natural,Paralell,Flake,33.68,NoCortex,9.24,10.81,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,30.83,NoCortex,10.07,14.18,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,30.54,NoCortex,2.61,14.24,,2,Direito,Flat,Linear,Unidireccional,No_cortex
Pointed,Paralell,Flake,28.33,NoCortex,7.25,13.28,,2,Encurvado,Triangular,Other,Unidireccional,No_cortex
Natural,Paralell,Flake,24.16,NoCortex,6.62,11.95,,2,Direito,Triangular,Linear,Unidireccional,No_cortex
Natural,Divergent,Flake,22.13,NoCortex,2.54,3.28,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Hinged,Irregular,Flake,21.65,NoCortex,3.09,8.12,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,21.41,NoCortex,2.47,10.36,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,17.51,NoCortex,6.37,6.2,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,33.39,NoCortex,8.61,10.19,,2,Encurvado,Trapezoidal,Other,Unidireccional,No_cortex
Pointed,Convergent,Flake,28.22,NoCortex,9.36,13.45,,2,Encurvado,Irregular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,28.2,NoCortex,3.07,12.74,,2,Irregular,Irregular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,26.67,NoCortex,4.57,12.9,,2,Torcido,Triangular,Crushed,Unidireccional,No_cortex
Hinged,Divergent,Flake,33.34999847,NoCortex,4.170000076,16.38999939,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,28.71999931,NoCortex,2.099999905,13.17000008,,2,Torcido,Triangular,Liso,Unidireccional,No_cortex
Hinged,Irregular,Flake,27.62000084,NoCortex,3.890000105,13.36999989,,2,Torcido,Triangular,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,23.04999924,NoCortex,6.889999866,10.89999962,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Déjeté,Flake,30.30999947,NoCortex,3.670000076,14.69999981,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Irregular,Flake,40.22999954,NoCortex,4.070000172,16.03000069,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,30.43000031,NoCortex,3.589999914,15.15999985,,2,Direito,Trapezoidal,Other,Unidireccional,No_cortex
Hinged,Divergent,Flake,22.27000046,NoCortex,2.49000001,10.5,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,17.25,NoCortex,2.619999886,2.619999886,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,24.19,NoCortex,5.8,10.07,,2,Direito,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Irregular,Flake,20.36,NoCortex,2,8.84,,2,Torcido,Triangular,Dihedral,Bidireccional,No_cortex
Natural,Irregular,Flake,34.79999924,NoCortex,3.210000038,15.05000019,,2,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,33.36000061,NoCortex,2.440000057,16.29000092,,3,Encurvado,Trapezoidal,Multifacetted,Unidireccional,No_cortex
Natural,Irregular,Flake,36.45,NoCortex,3.76,15.33,,3,Torcido,Trapezoidal,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,27.97,NoCortex,3.15,12.87,,3,Torcido,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,30.21,NoCortex,6.43,13.84,,3,Encurvado,Trapezoidal,Liso,Unidireccional,No_cortex
Hinged,Paralell,Flake,35.28,NoCortex,4.46,15.69,,3,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,27.24,NoCortex,2.08,12.86,,3,Direito,Trapezoidal,Crushed,Unidireccional,No_cortex
Pointed,Convergent,Flake,21.79,NoCortex,10.15,10.6,,3,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,21.45,NoCortex,2.11,10.27,,3,Encurvado,Trapezoidal,Liso,Unidireccional,No_cortex
Overpassed,Irregular,Flake,20.65,NoCortex,1.54,10.09,,3,Direito,Trapezoidal,Dihedral,Unidireccional,No_cortex
Natural,Irregular,Flake,32.93,NoCortex,6.61,15.48,,3,Encurvado,Trapezoidal,Crushed,Unidireccional,No_cortex
Natural,Divergent,Flake,24.89,NoCortex,8.38,11.48,,3,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,37.31000137,NoCortex,7.440000057,17.93000031,,3,Encurvado,Triangular,Dihedral,Unidireccional,No_cortex
Natural,Irregular,Flake,29.87000084,NoCortex,8.130000114,14.53999996,,3,Encurvado,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,28.72999954,NoCortex,4.159999847,13.81000042,,3,Encurvado,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,42.22999954,NoCortex,6.639999866,19.84000015,,3,Encurvado,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Paralell,Flake,22.22999954,NoCortex,5.960000038,10.93999958,,3,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,42.36000061,NoCortex,6.690000057,18.72999954,,3,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,41.41999817,NoCortex,3.690000057,20.51000023,,3,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Divergent,Flake,47,NoCortex,2.74000001,20.79999924,,3,Torcido,Trapezoidal,Crushed,Unidireccional,No_cortex
Natural,Other,Flake,30.37999916,NoCortex,5.480000019,14.43000031,,3,Torcido,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,30.12999916,NoCortex,2.440000057,14.02999973,,3,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,29.25,NoCortex,2.130000114,12.55000019,,3,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,31.98999977,NoCortex,4.289999962,14.60999966,,3,Irregular,Triangular,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,28.40999985,NoCortex,6.019999981,14.14000034,,3,Direito,Triangular,Crushed,Unidireccional,No_cortex
Pointed,Paralell,Flake,22.14999962,NoCortex,3.920000076,10.52000046,,3,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,34.02999878,NoCortex,3.319999933,15.31000042,,3,Direito,Trapezoidal,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,37.20000076,NoCortex,3.849999905,18.20999908,,3,Encurvado,Triangular,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,34.74000168,NoCortex,7.03000021,16.67000008,,3,Direito,Trapezoidal,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,27.77000046,NoCortex,5.039999962,13.10999966,,3,Irregular,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Déjeté,Flake,27.22999954,NoCortex,3.279999971,6.809999943,,3,Torcido,Triangular,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,23.68000031,NoCortex,2.769999981,11.63000011,,3,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,68.42,NoCortex,19.32,25.11,,3,Torcido,Triangular,Liso,Other,No_cortex
Natural,Déjeté,Flake,22.61000061,NoCortex,2.309999943,9.479999542,,3,Encurvado,Irregular,Crushed,Other,No_cortex
Natural,Divergent,Flake,36.36000061,NoCortex,5.28000021,17.76000023,,3,Encurvado,Triangular,Crushed,Other,No_cortex
Natural,Convergent,Flake,24.35000038,NoCortex,4.579999924,11.97999954,,3,Encurvado,Triangular,Crushed,Other,No_cortex
Natural,Irregular,Flake,24.40999985,NoCortex,1.590000033,10.71000004,,3,Direito,Triangular,Linear,Other,No_cortex
Natural,Divergent,Flake,40.97000122,NoCortex,7,16.53000069,,3,Encurvado,Triangular,Other,Other,No_cortex
Natural,Irregular,Flake,26.29000092,NoCortex,6.630000114,12.84000015,,3,Direito,Triangular,Liso,Other,No_cortex
Natural,Convergent,Flake,30.04,NoCortex,4.73,12.52,,3,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Convergent,Flake,35.49,NoCortex,5.28,17.51,,3,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,29.59,NoCortex,3.83,13.69,,3,Encurvado,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,28.14999962,NoCortex,3.730000019,11.18000031,,3,Torcido,Triangular,Crushed,Bidireccional,No_cortex
Natural,Irregular,Flake,27.63999939,NoCortex,3.369999886,12.59000015,,3,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,30.59000015,NoCortex,3.589999914,15.17000008,,3,Encurvado,Triangular,Liso,Bidireccional,No_cortex
