Distal,Shape,Class,Length,Cortex_Percentagem,Thickness,Width,Cortex_Location,Scar_count,Profile,Cross_section,Platform_type,Dorsal_Pattern,Cortex
Natural,Paralell,Flake,16.62999916,NoCortex,3.50999999,11.72000027,,4,Encurvado,Trapezoidal,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,39.65999985,NoCortex,5.989999771,21.69000053,,5,Direito,Trapezoidal,Multifacetted,Unidireccional,No_cortex
Natural,Divergent,Flake,33.68999863,NoCortex,4.960000038,18.51000023,,4,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,27.61000061,NoCortex,4.639999866,16.67000008,,4,Direito,Trapezoidal,Multifacetted,Unidireccional,No_cortex
Natural,Déjeté,Flake,41.36999893,NoCortex,3.970000029,21.20000076,,5,Torcido,Triangular,Other,Unidireccional,No_cortex
Natural,Irregular,Flake,37.34999847,NoCortex,9.970000267,21.43000031,,5,Encurvado,Irregular,Liso,Unidireccional,No_cortex
Pointed,Irregular,Flake,30.5,NoCortex,3.720000029,19.79000092,,4,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,30.29999924,NoCortex,4.980000019,15.72000027,,5,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Biconvex,Flake,28.45000076,NoCortex,7.75,15.77000046,,4,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,27.30999947,NoCortex,3.480000019,14.32999992,,4,Encurvado,Irregular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,24.72999954,NoCortex,2.160000086,17.65999985,,4,Direito,Irregular,Other,Unidireccional,No_cortex
Natural,Convergent,Flake,22.78000069,NoCortex,7.5,19.87000084,,4,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Paralell,Flake,22.34000015,NoCortex,2.849999905,11.27000046,,4,Direito,Trapezoidal,Multifacetted,Unidireccional,No_cortex
Natural,Biconvex,Flake,21.78000069,NoCortex,3.890000105,13.15999985,,4,Torcido,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,21.47999954,NoCortex,2.690000057,12.17000008,,4,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Other,Flake,20.42000008,NoCortex,6.389999866,14.36999989,,4,Torcido,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,20.09000015,NoCortex,5.570000172,32.40000153,,4,Encurvado,Irregular,Crushed,Unidireccional,No_cortex
Natural,Divergent,Flake,15.69999981,NoCortex,4.090000153,10.51000023,,4,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,15.65999985,NoCortex,3.619999886,12.60000038,,4,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,15.17000008,NoCortex,2.769999981,10.81999969,,4,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Other,Flake,14.86999989,NoCortex,4.650000095,20.87000084,,4,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,43.43999863,NoCortex,10.39999962,49.22000122,,7,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,22.90999985,NoCortex,9.460000038,43.13000107,,5,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,27.68000031,NoCortex,10.69999981,30.11000061,,4,Direito,Triangular,Crushed,Other,No_cortex
Natural,Divergent,Flake,32.61000061,NoCortex,2.640000105,22.52000046,,6,Encurvado,Irregular,Crushed,Other,No_cortex
Pointed,Convergent,Flake,29.55999947,NoCortex,5.039999962,17.90999985,,5,Irregular,Triangular,Crushed,Other,No_cortex
Natural,Divergent,Flake,28.57999992,NoCortex,7.409999847,27.70999908,,4,Encurvado,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,26.21999931,NoCortex,4.730000019,20.63999939,,5,Direito,Irregular,Liso,Other,No_cortex
Natural,Paralell,Flake,24.70999908,NoCortex,7.679999828,23.98999977,,4,Direito,Trapezoidal,Liso,Other,No_cortex
Natural,Irregular,Flake,20.61000061,NoCortex,6.099999905,20.04000092,,4,Direito,Trapezoidal,Other,Other,No_cortex
Natural,Divergent,Flake,17.13999939,NoCortex,10.35000038,30.32999992,,5,Direito,Triangular,Liso,Other,No_cortex
Natural,Divergent,Flake,13.47000027,NoCortex,4.309999943,21.20000076,,4,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,49.79,NoCortex,20.13,56.78,,4,Irregular,Irregular,Cortical,Other,No_cortex
Hinged,Biconvex,Flake,32.77,NoCortex,11.02,17.39,,5,1,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,32.56,NoCortex,7.82,17.58,,6,Torcido,Irregular,Liso,Other,No_cortex
Natural,Paralell,Flake,21.78,NoCortex,3.98,13.19,,4,Direito,Triangular,Linear,Other,No_cortex
Natural,Irregular,Flake,17.92,NoCortex,5.61,20.39,,4,Irregular,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,15.46,NoCortex,4.58,12.6,,4,Direito,Irregular,Liso,Other,No_cortex
Pointed,Convergent,Flake,24.05,NoCortex,8.81,14.52,,4,Direito,Triangular,Liso,Other,No_cortex
Natural,Circular,Flake,17.98,NoCortex,6.5,19.98,,4,Direito,Trapezoidal,Liso,Other,No_cortex
Natural,Divergent,Flake,44.47,NoCortex,12.84,24.02,,4,Direito,Trapezoidal,Other,Other,No_cortex
Natural,Irregular,Flake,41.7,NoCortex,6.7,25.2,,4,Irregular,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,36.88,NoCortex,12.18,61.82,,4,Direito,Irregular,Other,Other,No_cortex
Natural,Divergent,Flake,35.23,NoCortex,26.06,65.93,,4,Direito,Irregular,Liso,Other,No_cortex
Natural,Divergent,Flake,34.87,NoCortex,7.35,32.71,,4,Irregular,Irregular,Liso,Other,No_cortex
Natural,Convergent,Flake,33.47,NoCortex,18.19,33.04,,4,Direito,Irregular,Cortical,Other,No_cortex
Natural,Circular,Flake,28.96,NoCortex,4.15,26.8,,5,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,27.41,NoCortex,5.41,22.89,,4,Direito,Flat,Crushed,Other,No_cortex
Natural,Irregular,Flake,27.16,NoCortex,8.67,63.1,,5,Torcido,Irregular,Cortical,Other,No_cortex
Natural,Irregular,Flake,26.03,NoCortex,7.79,20.3,,4,Torcido,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,25.95,NoCortex,11.15,18.72,,4,Irregular,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,25.9,NoCortex,5.99,28.47,,4,Encurvado,Irregular,Linear,Other,No_cortex
Natural,Biconvex,Flake,25.84,NoCortex,4.29,17.25,,4,Torcido,Triangular,Liso,Other,No_cortex
Hinged,Divergent,Flake,25.11,NoCortex,4.5,22.65,,4,Encurvado,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,24.33,NoCortex,6.28,16.94,,4,Direito,Triangular,Liso,Other,No_cortex
Natural,Paralell,Flake,22.07,NoCortex,9.4,22.39,,4,Direito,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,20.84,NoCortex,9.02,15.37,,4,Irregular,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,19.12,NoCortex,3.7,19.36,,4,Encurvado,Irregular,Liso,Other,No_cortex
Natural,Paralell,Flake,18.27,NoCortex,3.36,13.11,,4,Encurvado,Irregular,Linear,Other,No_cortex
Natural,Divergent,Flake,16.54,NoCortex,3.58,21.95,,4,Direito,Triangular,Dihedral,Other,No_cortex
Natural,Paralell,Flake,15.6,NoCortex,7.03,30.58,,4,Direito,Irregular,Liso,Other,No_cortex
Natural,Divergent,Flake,15.52,NoCortex,8.79,24.13,,4,Encurvado,Triangular,Cortical,Other,No_cortex
Natural,Irregular,Flake,14.83,NoCortex,3.12,11.1,,4,Encurvado,Irregular,Liso,Other,No_cortex
Natural,Divergent,Flake,14.44,NoCortex,4.6,12.38,,4,Encurvado,Irregular,Liso,Other,No_cortex
Natural,Divergent,Flake,36.05,NoCortex,17.66,37.43,,5,Encurvado,Irregular,Liso,Other,No_cortex
Pointed,Convergent,Flake,35.33,NoCortex,7.38,23.27,,6,Irregular,Irregular,Cortical,Other,No_cortex
Natural,Divergent,Flake,24.12,NoCortex,4.36,13.6,,5,Direito,Trapezoidal,Linear,Other,No_cortex
Natural,Circular,Flake,20.5,NoCortex,3.38,22.25,,4,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,20.36,NoCortex,5.7,32.58,,4,Encurvado,Irregular,Liso,Other,No_cortex
Hinged,Divergent,Flake,17.77,NoCortex,3.55,10.68,,4,Direito,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,13.77,NoCortex,2.61,12.02,,5,Encurvado,Trapezoidal,Liso,Other,No_cortex
Natural,Circular,Flake,13.13,NoCortex,3.31,12.74,,4,Encurvado,Irregular,Crushed,Other,No_cortex
Natural,Divergent,Flake,22.01000023,NoCortex,5.539999962,16.63999939,,5,Irregular,Irregular,Liso,Other,No_cortex
Natural,Divergent,Flake,18.30999947,NoCortex,5.599999905,24.89999962,,4,Encurvado,Trapezoidal,Cortical,Other,No_cortex
Natural,Divergent,Flake,16.09000015,NoCortex,7.690000057,20.79000092,,4,Direito,Irregular,Other,Other,No_cortex
Natural,Irregular,Flake,43.27000046,NoCortex,3.25,31.46999931,,4,Direito,Flat,Crushed,Other,No_cortex
Natural,Paralell,Flake,28.63999939,NoCortex,8.119999886,20,,5,Direito,Trapezoidal,Crushed,Other,No_cortex
Natural,Irregular,Flake,26.43000031,NoCortex,6.610000134,21.61000061,,5,Encurvado,Trapezoidal,Liso,Other,No_cortex
Natural,Déjeté,Flake,18.75,NoCortex,5.070000172,19.97999954,,4,Torcido,Triangular,Liso,Other,No_cortex
Natural,Paralell,Flake,53,NoCortex,12.38000011,36.00999832,,6,Direito,Irregular,Other,Other,No_cortex
Natural,Biconvex,Flake,42.49000168,NoCortex,6.860000134,26.13999939,,4,Irregular,Irregular,Crushed,Other,No_cortex
Natural,Divergent,Flake,28.04000092,NoCortex,4.849999905,22.46999931,,4,Direito,Trapezoidal,Liso,Other,No_cortex
Natural,Other,Flake,17.17000008,NoCortex,1.980000019,18.25,,4,Irregular,Flat,Crushed,Other,No_cortex
Natural,Irregular,Flake,26.19000053,NoCortex,7.21999979,21.12999916,,4,Encurvado,Triangular,Crushed,Other,No_cortex
Natural,Divergent,Flake,34.95000076,NoCortex,7.53000021,21.88999939,,4,Direito,Trapezoidal,Liso,Other,No_cortex
Natural,Irregular,Flake,34.20999908,NoCortex,4.599999905,26.54999924,,5,Direito,Irregular,Multifacetted,Other,No_cortex
Natural,Irregular,Flake,29.03000069,NoCortex,3.150000095,24.25,,4,Torcido,Triangular,Crushed,Other,No_cortex
Natural,Irregular,Flake,28,NoCortex,8.93999958,17.29999924,,6,Torcido,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,26.10000038,NoCortex,3.950000048,18.39999962,,6,Irregular,Irregular,Liso,Other,No_cortex
Natural,Irregular,Flake,24.63999939,NoCortex,9.029999733,14.27999973,,4,Encurvado,Irregular,Other,Other,No_cortex
Natural,Paralell,Flake,21.51000023,NoCortex,3.319999933,13.21000004,,4,Encurvado,Irregular,Crushed,Other,No_cortex
Natural,Irregular,Flake,20.78000069,NoCortex,1.169999957,13.17000008,,4,Torcido,Triangular,Liso,Other,No_cortex
Natural,Divergent,Flake,18.77000046,NoCortex,5.139999866,24.38999939,,4,Direito,Trapezoidal,Liso,Other,No_cortex
Natural,Irregular,Flake,17.62999916,NoCortex,4.909999847,11.32999992,,4,Direito,Triangular,Linear,Other,No_cortex
Natural,Divergent,Flake,14.46000004,NoCortex,2.430000067,18.45000076,,4,Direito,Triangular,Liso,Other,No_cortex
Natural,Divergent,Flake,13.14000034,NoCortex,3.079999924,13.98999977,,6,Direito,Trapezoidal,Liso,Other,No_cortex
Natural,Convergent,Flake,10.94999981,NoCortex,4.070000172,20.5,,4,Direito,Triangular,Cortical,Other,No_cortex
Natural,Paralell,Flake,25.09000015,NoCortex,6.679999828,21.56999969,,6,Encurvado,Irregular,Cortical,Other,No_cortex
Hinged,Irregular,Flake,15.65999985,NoCortex,5.210000038,29.20000076,,4,Encurvado,Irregular,Multifacetted,Other,No_cortex
Natural,Divergent,Flake,13.18000031,NoCortex,3.829999924,17.25,,5,Encurvado,Trapezoidal,Crushed,Other,No_cortex
Natural,Divergent,Flake,12.68999958,NoCortex,5,18.36000061,,4,Encurvado,Irregular,Liso,Other,No_cortex
Natural,Convergent,Flake,49.49000168,NoCortex,5.75,26.88999939,,4,Encurvado,Trapezoidal,Dihedral,Other,No_cortex
Natural,Irregular,Flake,28.30999947,NoCortex,9.729999542,15.82999992,,4,Direito,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,28,NoCortex,2.839999914,14.32999992,,4,Irregular,Triangular,Liso,Other,No_cortex
Natural,Divergent,Flake,24.17000008,NoCortex,5.440000057,24.36000061,,4,Direito,Irregular,Crushed,Other,No_cortex
Natural,Irregular,Flake,24.11000061,NoCortex,5.130000114,14.18999958,,5,Encurvado,Irregular,Crushed,Other,No_cortex
Natural,Other,Flake,21.40999985,NoCortex,4.699999809,32.22000122,,4,Direito,Trapezoidal,Cortical,Other,No_cortex
Natural,Other,Flake,21.35000038,NoCortex,9.090000153,37.72999954,,5,Direito,Triangular,Liso,Other,No_cortex
Natural,Irregular,Flake,19.37999916,NoCortex,5.090000153,19.67000008,,5,Direito,Triangular,Crushed,Other,No_cortex
Natural,Divergent,Flake,18.76000023,NoCortex,6.71999979,20.26000023,,4,Direito,Trapezoidal,Dihedral,Other,No_cortex
Natural,Déjeté,Flake,18,NoCortex,2.730000019,25.09000015,,4,Encurvado,Irregular,Crushed,Other,No_cortex
Natural,Biconvex,Flake,16.20999908,NoCortex,2.440000057,13.01000023,,4,Direito,Trapezoidal,Crushed,Other,No_cortex
Natural,Divergent,Flake,13.81999969,NoCortex,7.690000057,22.86000061,,4,Direito,Trapezoidal,Cortical,Other,No_cortex
Natural,Divergent,Flake,21.91,NoCortex,2.26,17.11,,5,Encurvado,Flat,Linear,Bidireccional,No_cortex
Natural,Irregular,Flake,43.36999893,NoCortex,6.150000095,30.95999908,,4,Torcido,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,43.93000031,NoCortex,6.659999847,29.61000061,,4,Direito,Triangular,Other,Bidireccional,No_cortex
Natural,Paralell,Flake,41.43999863,NoCortex,7.550000191,32.68999863,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,38.34999847,NoCortex,6.610000134,24.70000076,,4,Direito,Trapezoidal,Cortical,Bidireccional,No_cortex
Natural,Biconvex,Flake,47.79999924,NoCortex,4.739999771,37.70999908,,5,Encurvado,Irregular,Multifacetted,Bidireccional,No_cortex
Natural,Paralell,Flake,40.20000076,NoCortex,5.389999866,22.96999931,,6,Encurvado,Trapezoidal,Dihedral,Bidireccional,No_cortex
Natural,Paralell,Flake,35.65999985,NoCortex,3.299999952,23.88999939,,4,Direito,Flat,Crushed,Bidireccional,No_cortex
Natural,Convergent,Flake,34.08000183,NoCortex,5.159999847,17.68000031,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,44.84999847,NoCortex,12.64999962,29.43000031,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,51.79000092,NoCortex,8.590000153,29.61000061,,4,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Divergent,Flake,41.18000031,NoCortex,7.599999905,22.30999947,,4,Torcido,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Paralell,Flake,41.16999817,NoCortex,11.56999969,21.76000023,,4,Torcido,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,40.74000168,NoCortex,7.090000153,20.42000008,,6,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,38.59999847,NoCortex,5.380000114,21.13999939,,5,Direito,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Biconvex,Flake,37.38999939,NoCortex,4.960000038,19.21999931,,6,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,36.38999939,NoCortex,3.950000048,20.45999908,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,33.5,NoCortex,3.789999962,20.78000069,,4,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,32.79000092,NoCortex,8.130000114,19.61000061,,4,Direito,Irregular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,32.77999878,NoCortex,5.050000191,21.29999924,,4,Direito,Trapezoidal,Dihedral,Bidireccional,No_cortex
Hinged,Paralell,Flake,31.78000069,NoCortex,2.539999962,17.75,,6,Torcido,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,30.85000038,NoCortex,3.650000095,20.06999969,,5,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,29.86000061,NoCortex,5.980000019,27.30999947,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,29.29000092,NoCortex,5.190000057,23.07999992,,5,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,28.42000008,NoCortex,7.400000095,15.68000031,,6,Encurvado,Irregular,Cortical,Bidireccional,No_cortex
Natural,Irregular,Flake,27.73999977,NoCortex,8.590000153,33.59000015,,4,Irregular,Irregular,Liso,Bidireccional,No_cortex
Hinged,Divergent,Flake,27.57999992,NoCortex,2.700000048,18.93000031,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,27.34000015,NoCortex,4.340000153,19.52000046,,5,Encurvado,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,26.95999908,NoCortex,3.210000038,17.62999916,,5,Direito,Triangular,Crushed,Bidireccional,No_cortex
Natural,Irregular,Flake,26.55999947,NoCortex,6.329999924,20.80999947,,6,Direito,Trapezoidal,Cortical,Bidireccional,No_cortex
Natural,Divergent,Flake,26.20999908,NoCortex,2.710000038,16.22999954,,5,Torcido,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Convergent,Flake,26.20000076,NoCortex,5.610000134,21.12999916,,4,Irregular,Trapezoidal,Multifacetted,Bidireccional,No_cortex
Natural,Paralell,Flake,25.70999908,NoCortex,3.130000114,17.84000015,,6,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,24.67000008,NoCortex,11.31999969,34.25999832,,5,Direito,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Divergent,Flake,24.39999962,NoCortex,2.210000038,18.10000038,,5,Direito,Triangular,Crushed,Bidireccional,No_cortex
Natural,Biconvex,Flake,24.26000023,NoCortex,3.799999952,14.53999996,,5,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Overpassed,Irregular,Flake,24.07999992,NoCortex,8.970000267,28.87999916,,6,Direito,Irregular,Liso,Bidireccional,No_cortex
Hinged,Paralell,Flake,23.32999992,NoCortex,3.779999971,18.53000069,,5,Direito,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Paralell,Flake,22.29000092,NoCortex,3.75999999,16.81999969,,4,Direito,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Divergent,Flake,22.26000023,NoCortex,2.329999924,16.61000061,,4,Direito,Trapezoidal,Multifacetted,Bidireccional,No_cortex
Hinged,Irregular,Flake,21.37000084,NoCortex,5.050000191,20.06999969,,4,Direito,Triangular,Cortical,Bidireccional,No_cortex
Pointed,Convergent,Flake,20.35000038,NoCortex,5.889999866,11.47000027,,5,Direito,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Divergent,Flake,18.82999992,NoCortex,3.400000095,16.75,,4,Direito,Trapezoidal,Other,Bidireccional,No_cortex
Natural,Divergent,Flake,18.30999947,NoCortex,4.039999962,16.11000061,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,17.68000031,NoCortex,4.650000095,19.20000076,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,17.63999939,NoCortex,2.529999971,11.96000004,,4,Direito,Trapezoidal,Multifacetted,Bidireccional,No_cortex
Pointed,Irregular,Flake,16.75,NoCortex,2.190000057,9.220000267,,4,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,15.23999977,NoCortex,3.180000067,10.14000034,,4,Direito,Trapezoidal,Crushed,Bidireccional,No_cortex
Natural,Irregular,Flake,14.07999992,NoCortex,2.690000057,11.02000046,,6,Torcido,Triangular,Crushed,Bidireccional,No_cortex
Natural,Paralell,Flake,11.97000027,NoCortex,2.779999971,13.35999966,,4,Direito,Irregular,Crushed,Bidireccional,No_cortex
Natural,Circular,Flake,10.78999996,NoCortex,1.649999976,10.39000034,,4,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Biconvex,Flake,32.58,NoCortex,7.34,22.84,,4,Direito,Trapezoidal,Multifacetted,Bidireccional,No_cortex
Natural,Convergent,Flake,28.99,NoCortex,7.24,18.16,,4,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,22.53,NoCortex,4.11,12.79,,4,Direito,Trapezoidal,Other,Bidireccional,No_cortex
Natural,Circular,Flake,20.92,NoCortex,5.84,17.67,,4,Direito,Trapezoidal,Other,Bidireccional,No_cortex
Overpassed,Paralell,Flake,19.49,NoCortex,4.85,15.65,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,19.02000046,NoCortex,2,10.71000004,,4,Torcido,Triangular,Linear,Bidireccional,No_cortex
Natural,Paralell,Flake,12.89999962,NoCortex,3.460000038,12.81999969,,5,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,32.44,NoCortex,6.2,27.59,,6,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,25.44,NoCortex,2.61,15.49,,4,Encurvado,Trapezoidal,Linear,Bidireccional,No_cortex
Natural,Irregular,Flake,20.23,NoCortex,2.39,11.62,,4,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Divergent,Flake,34.06999969,NoCortex,9.319999695,20.15999985,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,32.95,NoCortex,5.52,22.15,,5,Direito,Irregular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,53.21,NoCortex,13.97,43.53,,4,Irregular,Flat,Multifacetted,Bidireccional,No_cortex
Natural,Paralell,Flake,43.46,NoCortex,11,22.56,,4,Irregular,Triangular,Cortical,Bidireccional,No_cortex
Natural,Paralell,Flake,35.93,NoCortex,5.17,18.09,,4,Direito,Trapezoidal,Crushed,Bidireccional,No_cortex
Natural,Convergent,Flake,28.49,NoCortex,12.76,24.98,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,28.48,NoCortex,2.9,16.23,,5,Direito,Trapezoidal,Multifacetted,Bidireccional,No_cortex
Natural,Divergent,Flake,26.48,NoCortex,2.89,19.52,,5,Direito,Flat,Other,Bidireccional,No_cortex
Natural,Paralell,Flake,26.35,NoCortex,3.67,15.99,,4,Direito,Irregular,Liso,Bidireccional,No_cortex
Pointed,Irregular,Flake,23.55,NoCortex,4.19,13.83,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Hinged,Divergent,Flake,20.09,NoCortex,6.8,15.33,,4,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,20.09,NoCortex,3.39,17.83,,4,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Divergent,Flake,20.08,NoCortex,4.15,11.6,,5,Encurvado,Irregular,Other,Bidireccional,No_cortex
Natural,Divergent,Flake,19.44,NoCortex,4.19,27.03,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,19.36,NoCortex,3.03,11.88,,4,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Irregular,Flake,15.41,NoCortex,4.78,10.76,,4,Encurvado,Trapezoidal,Cortical,Bidireccional,No_cortex
Natural,Divergent,Flake,29.22,NoCortex,9.35,22.87,,4,Direito,Irregular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,24.77,NoCortex,18.43,27.52,,4,Torcido,Irregular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,24.17,NoCortex,4.75,19.63,,4,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Paralell,Flake,23.95,NoCortex,3.89,13.58,,7,Direito,Irregular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,22.52,NoCortex,2.38,11.82,,4,Encurvado,Trapezoidal,Dihedral,Bidireccional,No_cortex
Natural,Irregular,Flake,19.59,NoCortex,4.67,10.24,,4,Direito,Trapezoidal,Multifacetted,Bidireccional,No_cortex
Natural,Paralell,Flake,16.69,NoCortex,3.95,12.2,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Déjeté,Flake,60.18000031,NoCortex,9.68999958,37.61000061,,5,Encurvado,Triangular,Crushed,Bidireccional,No_cortex
Natural,Paralell,Flake,35.56999969,NoCortex,4.789999962,20.79999924,,4,Direito,Triangular,Crushed,Bidireccional,No_cortex
Natural,Irregular,Flake,35.15999985,NoCortex,7.480000019,18.14999962,,4,Irregular,Triangular,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,32.70000076,NoCortex,6.840000153,20.95999908,,4,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,32.13000107,NoCortex,7.610000134,17.38999939,,5,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Divergent,Flake,32.09000015,NoCortex,2.630000114,23.29999924,,5,Encurvado,Triangular,Liso,Bidireccional,No_cortex
Natural,Convergent,Flake,31.51000023,NoCortex,7.449999809,21.77000046,,4,Irregular,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,29.05999947,NoCortex,6.880000114,16.86000061,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Irregular,Flake,28.69000053,NoCortex,6.809999943,49.63999939,,4,Direito,Irregular,Liso,Bidireccional,No_cortex
Natural,Biconvex,Flake,27.47999954,NoCortex,2.089999914,23.69000053,,4,Direito,Triangular,Multifacetted,Bidireccional,No_cortex
Natural,Paralell,Flake,22.86000061,NoCortex,4.179999828,14.80000019,,5,Direito,Triangular,Cortical,Bidireccional,No_cortex
Natural,Irregular,Flake,18.81999969,NoCortex,3.440000057,15.14000034,,5,Encurvado,Trapezoidal,Multifacetted,Bidireccional,No_cortex
Natural,Biconvex,Flake,18.65999985,NoCortex,1.649999976,9.43999958,,4,Direito,Triangular,Liso,Bidireccional,No_cortex
Natural,Déjeté,Flake,61.52999878,NoCortex,15.32999992,40.72999954,,4,Encurvado,Trapezoidal,Crushed,Bidireccional,No_cortex
Natural,Biconvex,Flake,29.56999969,NoCortex,6.460000038,21.5,,4,Direito,Trapezoidal,Liso,Bidireccional,No_cortex
Natural,Paralell,Flake,21.20999908,NoCortex,2.849999905,11.97000027,,4,Direito,Triangular,Crushed,Bidireccional,No_cortex
Natural,Paralell,Flake,18.72999954,NoCortex,2.970000029,11.97000027,,4,Encurvado,Triangular,Linear,Bidireccional,No_cortex
Natural,Irregular,Flake,38.90000153,NoCortex,2.970000029,22.62000084,,5,Torcido,Irregular,Liso,Bidireccional,No_cortex
Natural,Déjeté,Flake,37.81000137,NoCortex,8.75,38.22000122,,6,Encurvado,Triangular,Multifacetted,Bidireccional,No_cortex
